n_estimators	max_features	max_depth	min_samples_split	min_samples_leaf	bagging	accuracy
50	30	90	4	1	False	0.94043
100	30	90	4	1	False	0.94043
1	30	90	2	2	False	0.93584
2	30	90	2	2	False	0.92891
3	30	90	2	2	False	0.93578
4	30	90	2	2	False	0.938
5	30	90	2	2	False	0.93805
6	30	90	2	2	False	0.94038
7	30	90	2	2	False	0.94265
8	30	90	2	2	False	0.93805
9	30	90	2	2	False	0.94038
10	30	90	2	2	False	0.938
20	30	90	2	2	False	0.94265
30	30	90	2	2	False	0.94033
40	30	90	2	2	False	0.93805
50	30	90	2	2	False	0.94033
100	30	90	2	2	False	0.94033
1	30	90	3	2	False	0.93578
2	30	90	3	2	False	0.93124
3	30	90	3	2	False	0.93805
4	30	90	3	2	False	0.93578
5	30	90	3	2	False	0.94265
6	30	90	3	2	False	0.93805
7	30	90	3	2	False	0.94265
8	30	90	3	2	False	0.94038
9	30	90	3	2	False	0.93805
10	30	90	3	2	False	0.94265
20	30	90	3	2	False	0.938
30	30	90	3	2	False	0.94038
40	30	90	3	2	False	0.94265
50	30	90	3	2	False	0.94038
100	30	90	3	2	False	0.94033
1	30	90	4	2	False	0.93129
2	30	90	4	2	False	0.93351
3	30	90	4	2	False	0.93578
4	30	90	4	2	False	0.93811
5	30	90	4	2	False	0.93811
6	30	90	4	2	False	0.94038
7	30	90	4	2	False	0.93805
8	30	90	4	2	False	0.93578
9	30	90	4	2	False	0.94265
10	30	90	4	2	False	0.94038
20	30	90	4	2	False	0.94265
30	30	90	4	2	False	0.94033
40	30	90	4	2	False	0.94038
50	30	90	4	2	False	0.94033
100	30	90	4	2	False	0.94038
1	30	90	2	3	False	0.93134
2	30	90	2	3	False	0.94276
3	30	90	2	3	False	0.94276
4	30	90	2	3	False	0.94281
5	30	90	2	3	False	0.93821
6	30	90	2	3	False	0.94054
7	30	90	2	3	False	0.94736
8	30	90	2	3	False	0.94963
9	30	90	2	3	False	0.94508
10	30	90	2	3	False	0.94281
20	30	90	2	3	False	0.94736
30	30	90	2	3	False	0.94736
40	30	90	2	3	False	0.94276
50	30	90	2	3	False	0.94736
100	30	90	2	3	False	0.94281
1	30	90	3	3	False	0.93367
2	30	90	3	3	False	0.92907
3	30	90	3	3	False	0.94049
4	30	90	3	3	False	0.94049
5	30	90	3	3	False	0.94281
6	30	90	3	3	False	0.94276
7	30	90	3	3	False	0.94508
8	30	90	3	3	False	0.94281
9	30	90	3	3	False	0.94736
10	30	90	3	3	False	0.94281
20	30	90	3	3	False	0.94281
30	30	90	3	3	False	0.94054
40	30	90	3	3	False	0.94281
50	30	90	3	3	False	0.94508
100	30	90	3	3	False	0.94508
1	30	90	4	3	False	0.93129
2	30	90	4	3	False	0.93594
3	30	90	4	3	False	0.94281
4	30	90	4	3	False	0.94276
5	30	90	4	3	False	0.94049
6	30	90	4	3	False	0.94508
7	30	90	4	3	False	0.94043
8	30	90	4	3	False	0.94508
9	30	90	4	3	False	0.94054
10	30	90	4	3	False	0.94963
20	30	90	4	3	False	0.94281
30	30	90	4	3	False	0.94276
40	30	90	4	3	False	0.94508
50	30	90	4	3	False	0.94508
100	30	90	4	3	False	0.94281
1	30	90	2	4	False	0.94043
2	30	90	2	4	False	0.94725
3	30	90	2	4	False	0.94498
4	30	90	2	4	False	0.94493
5	30	90	2	4	False	0.94271
6	30	90	2	4	False	0.94493
7	30	90	2	4	False	0.94958
8	30	90	2	4	False	0.94498
9	30	90	2	4	False	0.94725
10	30	90	2	4	False	0.94725
20	30	90	2	4	False	0.94725
30	30	90	2	4	False	0.94725
40	30	90	2	4	False	0.94725
50	30	90	2	4	False	0.94725
100	30	90	2	4	False	0.94725
1	30	90	3	4	False	0.94038
2	30	90	3	4	False	0.94038
3	30	90	3	4	False	0.94493
4	30	90	3	4	False	0.94493
5	30	90	3	4	False	0.94493
6	30	90	3	4	False	0.9472
7	30	90	3	4	False	0.94725
8	30	90	3	4	False	0.94498
9	30	90	3	4	False	0.94958
10	30	90	3	4	False	0.9473
20	30	90	3	4	False	0.94725
30	30	90	3	4	False	0.94725
40	30	90	3	4	False	0.94725
50	30	90	3	4	False	0.94725
100	30	90	3	4	False	0.94725
1	30	90	4	4	False	0.94958
2	30	90	4	4	False	0.9518
3	30	90	4	4	False	0.94493
4	30	90	4	4	False	0.94958
5	30	90	4	4	False	0.94725
6	30	90	4	4	False	0.94498
7	30	90	4	4	False	0.94725
8	30	90	4	4	False	0.94725
9	30	90	4	4	False	0.94498
10	30	90	4	4	False	0.94725
20	30	90	4	4	False	0.94725
30	30	90	4	4	False	0.94725
40	30	90	4	4	False	0.94498
50	30	90	4	4	False	0.94725
100	30	90	4	4	False	0.94725
1	2	100	2	1	False	0.80988
2	2	100	2	1	False	0.83695
3	2	100	2	1	False	0.89234
4	2	100	2	1	False	0.88753
5	2	100	2	1	False	0.92204
6	2	100	2	1	False	0.89234
7	2	100	2	1	False	0.91749
8	2	100	2	1	False	0.92421
9	2	100	2	1	False	0.94482
10	2	100	2	1	False	0.9222
20	2	100	2	1	False	0.94033
30	2	100	2	1	False	0.94952
40	2	100	2	1	False	0.94947
50	2	100	2	1	False	0.9472
100	2	100	2	1	False	0.95629
1	2	100	3	1	False	0.83732
2	2	100	3	1	False	0.82341
3	2	100	3	1	False	0.88747
4	2	100	3	1	False	0.86453
5	2	100	3	1	False	0.90164
6	2	100	3	1	False	0.89683
7	2	100	3	1	False	0.91977
8	2	100	3	1	False	0.91734
9	2	100	3	1	False	0.92865
10	2	100	3	1	False	0.92891
20	2	100	3	1	False	0.94043
30	2	100	3	1	False	0.94715
40	2	100	3	1	False	0.94952
50	2	100	3	1	False	0.95877
100	2	100	3	1	False	0.9518
1	2	100	4	1	False	0.83732
2	2	100	4	1	False	0.83483
3	2	100	4	1	False	0.88552
4	2	100	4	1	False	0.90592
5	2	100	4	1	False	0.91501
6	2	100	4	1	False	0.90338
7	2	100	4	1	False	0.91295
8	2	100	4	1	False	0.91501
9	2	100	4	1	False	0.93124
10	2	100	4	1	False	0.93335
20	2	100	4	1	False	0.94947
30	2	100	4	1	False	0.94493
40	2	100	4	1	False	0.94942
50	2	100	4	1	False	0.94952
100	2	100	4	1	False	0.95634
1	2	100	2	2	False	0.83029
2	2	100	2	2	False	0.86226
3	2	100	2	2	False	0.899
4	2	100	2	2	False	0.90835
5	2	100	2	2	False	0.90862
6	2	100	2	2	False	0.9083
7	2	100	2	2	False	0.93346
8	2	100	2	2	False	0.93351
9	2	100	2	2	False	0.92669
10	2	100	2	2	False	0.92421
20	2	100	2	2	False	0.9379
30	2	100	2	2	False	0.94952
40	2	100	2	2	False	0.94715
50	2	100	2	2	False	0.94952
100	2	100	2	2	False	0.95412
1	2	100	3	2	False	0.84175
2	2	100	3	2	False	0.83007
3	2	100	3	2	False	0.90835
4	2	100	3	2	False	0.89921
5	2	100	3	2	False	0.8991
6	2	100	3	2	False	0.91284
7	2	100	3	2	False	0.93351
8	2	100	3	2	False	0.92881
9	2	100	3	2	False	0.93362
10	2	100	3	2	False	0.91977
20	2	100	3	2	False	0.94487
30	2	100	3	2	False	0.94482
40	2	100	3	2	False	0.94942
50	2	100	3	2	False	0.94487
100	2	100	3	2	False	0.95407
1	2	100	4	2	False	0.81226
2	2	100	4	2	False	0.87389
3	2	100	4	2	False	0.8713
4	2	100	4	2	False	0.89693
5	2	100	4	2	False	0.91512
6	2	100	4	2	False	0.89894
7	2	100	4	2	False	0.92653
8	2	100	4	2	False	0.92442
9	2	100	4	2	False	0.92193
10	2	100	4	2	False	0.93356
20	2	100	4	2	False	0.9333
30	2	100	4	2	False	0.94033
40	2	100	4	2	False	0.93795
50	2	100	4	2	False	0.95418
100	2	100	4	2	False	0.96099
1	2	100	2	3	False	0.82764
2	2	100	2	3	False	0.87368
3	2	100	2	3	False	0.85322
4	2	100	2	3	False	0.91739
5	2	100	2	3	False	0.90825
6	2	100	2	3	False	0.91739
7	2	100	2	3	False	0.90597
8	2	100	2	3	False	0.93562
9	2	100	2	3	False	0.92421
10	2	100	2	3	False	0.93118
20	2	100	2	3	False	0.94033
30	2	100	2	3	False	0.94942
40	2	100	2	3	False	0.94715
50	2	100	2	3	False	0.94027
100	2	100	2	3	False	0.95867
1	2	100	3	3	False	0.81152
2	2	100	3	3	False	0.85058
3	2	100	3	3	False	0.86036
4	2	100	3	3	False	0.90809
5	2	100	3	3	False	0.92458
6	2	100	3	3	False	0.90819
7	2	100	3	3	False	0.92431
8	2	100	3	3	False	0.93568
9	2	100	3	3	False	0.93346
10	2	100	3	3	False	0.93108
20	2	100	3	3	False	0.94952
30	2	100	3	3	False	0.94947
40	2	100	3	3	False	0.94715
50	2	100	3	3	False	0.9426
100	2	100	3	3	False	0.9564
1	2	100	4	3	False	0.81168
2	2	100	4	3	False	0.83277
3	2	100	4	3	False	0.88726
4	2	100	4	3	False	0.8945
5	2	100	4	3	False	0.90381
6	2	100	4	3	False	0.90359
7	2	100	4	3	False	0.92669
8	2	100	4	3	False	0.91734
9	2	100	4	3	False	0.94265
10	2	100	4	3	False	0.91739
20	2	100	4	3	False	0.94265
30	2	100	4	3	False	0.94704
40	2	100	4	3	False	0.95412
50	2	100	4	3	False	0.94725
100	2	100	4	3	False	0.94942
1	2	100	2	4	False	0.80296
2	2	100	2	4	False	0.88039
3	2	100	2	4	False	0.87828
4	2	100	2	4	False	0.91961
5	2	100	2	4	False	0.90608
6	2	100	2	4	False	0.90835
7	2	100	2	4	False	0.91517
8	2	100	2	4	False	0.91971
9	2	100	2	4	False	0.90597
10	2	100	2	4	False	0.93118
20	2	100	2	4	False	0.94503
30	2	100	2	4	False	0.94482
40	2	100	2	4	False	0.94952
50	2	100	2	4	False	0.94952
100	2	100	2	4	False	0.94715
1	2	100	3	4	False	0.79096
2	2	100	3	4	False	0.86232
3	2	100	3	4	False	0.89699
4	2	100	3	4	False	0.89207
5	2	100	3	4	False	0.91512
6	2	100	3	4	False	0.91755
7	2	100	3	4	False	0.92178
8	2	100	3	4	False	0.9472
9	2	100	3	4	False	0.93573
10	2	100	3	4	False	0.92669
20	2	100	3	4	False	0.93335
30	2	100	3	4	False	0.94493
40	2	100	3	4	False	0.94255
50	2	100	3	4	False	0.94487
100	2	100	3	4	False	0.94931
1	2	100	4	4	False	0.81205
2	2	100	4	4	False	0.851
3	2	100	4	4	False	0.86934
4	2	100	4	4	False	0.85328
5	2	100	4	4	False	0.91501
6	2	100	4	4	False	0.91749
7	2	100	4	4	False	0.91728
8	2	100	4	4	False	0.91512
9	2	100	4	4	False	0.93108
10	2	100	4	4	False	0.91728
20	2	100	4	4	False	0.93578
30	2	100	4	4	False	0.94709
40	2	100	4	4	False	0.94017
50	2	100	4	4	False	0.9426
100	2	100	4	4	False	0.94952
1	4	100	2	1	False	0.85766
2	4	100	2	1	False	0.83969
3	4	100	2	1	False	0.90819
4	4	100	2	1	False	0.90359
5	4	100	2	1	False	0.92907
6	4	100	2	1	False	0.91744
7	4	100	2	1	False	0.93118
8	4	100	2	1	False	0.94271
9	4	100	2	1	False	0.95402
10	4	100	2	1	False	0.93811
20	4	100	2	1	False	0.95655
30	4	100	2	1	False	0.9518
40	4	100	2	1	False	0.96321
50	4	100	2	1	False	0.9565
100	4	100	2	1	False	0.95877
1	4	100	3	1	False	0.87595
2	4	100	3	1	False	0.88076
3	4	100	3	1	False	0.89894
4	4	100	3	1	False	0.91966
5	4	100	3	1	False	0.92891
6	4	100	3	1	False	0.92653
7	4	100	3	1	False	0.95412
8	4	100	3	1	False	0.93367
9	4	100	3	1	False	0.93784
10	4	100	3	1	False	0.94498
20	4	100	3	1	False	0.95402
30	4	100	3	1	False	0.96554
40	4	100	3	1	False	0.96337
50	4	100	3	1	False	0.95872
100	4	100	3	1	False	0.95883
1	4	100	4	1	False	0.85296
2	4	100	4	1	False	0.89244
3	4	100	4	1	False	0.90164
4	4	100	4	1	False	0.93362
5	4	100	4	1	False	0.92881
6	4	100	4	1	False	0.94958
7	4	100	4	1	False	0.94038
8	4	100	4	1	False	0.93816
9	4	100	4	1	False	0.938
10	4	100	4	1	False	0.93346
20	4	100	4	1	False	0.95185
30	4	100	4	1	False	0.95418
40	4	100	4	1	False	0.97014
50	4	100	4	1	False	0.96327
100	4	100	4	1	False	0.94725
1	4	100	2	2	False	0.86728
2	4	100	2	2	False	0.90835
3	4	100	2	2	False	0.91501
4	4	100	2	2	False	0.91057
5	4	100	2	2	False	0.93356
6	4	100	2	2	False	0.93124
7	4	100	2	2	False	0.94503
8	4	100	2	2	False	0.92659
9	4	100	2	2	False	0.95877
10	4	100	2	2	False	0.95412
20	4	100	2	2	False	0.94487
30	4	100	2	2	False	0.96786
40	4	100	2	2	False	0.96786
50	4	100	2	2	False	0.95418
100	4	100	2	2	False	0.96327
1	4	100	3	2	False	0.8648
2	4	100	3	2	False	0.87637
3	4	100	3	2	False	0.91068
4	4	100	3	2	False	0.91284
5	4	100	3	2	False	0.9334
6	4	100	3	2	False	0.92215
7	4	100	3	2	False	0.94487
8	4	100	3	2	False	0.9473
9	4	100	3	2	False	0.95624
10	4	100	3	2	False	0.938
20	4	100	3	2	False	0.94963
30	4	100	3	2	False	0.95634
40	4	100	3	2	False	0.94725
50	4	100	3	2	False	0.95872
100	4	100	3	2	False	0.96099
1	4	100	4	2	False	0.85333
2	4	100	4	2	False	0.85534
3	4	100	4	2	False	0.91977
4	4	100	4	2	False	0.91982
5	4	100	4	2	False	0.91073
6	4	100	4	2	False	0.93811
7	4	100	4	2	False	0.94255
8	4	100	4	2	False	0.94736
9	4	100	4	2	False	0.94038
10	4	100	4	2	False	0.94493
20	4	100	4	2	False	0.9518
30	4	100	4	2	False	0.94709
40	4	100	4	2	False	0.95418
50	4	100	4	2	False	0.96564
100	4	100	4	2	False	0.95634
1	4	100	2	3	False	0.86934
2	4	100	2	3	False	0.88282
3	4	100	2	3	False	0.91496
4	4	100	2	3	False	0.94281
5	4	100	2	3	False	0.92415
6	4	100	2	3	False	0.93103
7	4	100	2	3	False	0.93346
8	4	100	2	3	False	0.93351
9	4	100	2	3	False	0.94498
10	4	100	2	3	False	0.94271
20	4	100	2	3	False	0.94725
30	4	100	2	3	False	0.9473
40	4	100	2	3	False	0.9518
50	4	100	2	3	False	0.96327
100	4	100	2	3	False	0.96105
1	4	100	3	3	False	0.83018
2	4	100	3	3	False	0.87162
3	4	100	3	3	False	0.92632
4	4	100	3	3	False	0.91025
5	4	100	3	3	False	0.93594
6	4	100	3	3	False	0.94054
7	4	100	3	3	False	0.93552
8	4	100	3	3	False	0.93124
9	4	100	3	3	False	0.92426
10	4	100	3	3	False	0.94043
20	4	100	3	3	False	0.9519
30	4	100	3	3	False	0.9518
40	4	100	3	3	False	0.95402
50	4	100	3	3	False	0.9426
100	4	100	3	3	False	0.96099
1	4	100	4	3	False	0.86512
2	4	100	4	3	False	0.87854
3	4	100	4	3	False	0.89667
4	4	100	4	3	False	0.91744
5	4	100	4	3	False	0.93578
6	4	100	4	3	False	0.92653
7	4	100	4	3	False	0.94503
8	4	100	4	3	False	0.94255
9	4	100	4	3	False	0.93562
10	4	100	4	3	False	0.9426
20	4	100	4	3	False	0.95185
30	4	100	4	3	False	0.95877
40	4	100	4	3	False	0.95412
50	4	100	4	3	False	0.95412
100	4	100	4	3	False	0.9518
1	4	100	2	4	False	0.88071
2	4	100	2	4	False	0.88066
3	4	100	2	4	False	0.90354
4	4	100	2	4	False	0.91971
5	4	100	2	4	False	0.94027
6	4	100	2	4	False	0.91739
7	4	100	2	4	False	0.92891
8	4	100	2	4	False	0.94952
9	4	100	2	4	False	0.94947
10	4	100	2	4	False	0.93584
20	4	100	2	4	False	0.95872
30	4	100	2	4	False	0.94487
40	4	100	2	4	False	0.95407
50	4	100	2	4	False	0.9518
100	4	100	2	4	False	0.95418
1	4	100	3	4	False	0.85566
2	4	100	3	4	False	0.89894
3	4	100	3	4	False	0.8851
4	4	100	3	4	False	0.90809
5	4	100	3	4	False	0.93103
6	4	100	3	4	False	0.92653
7	4	100	3	4	False	0.93346
8	4	100	3	4	False	0.93356
9	4	100	3	4	False	0.93594
10	4	100	3	4	False	0.94487
20	4	100	3	4	False	0.94043
30	4	100	3	4	False	0.95872
40	4	100	3	4	False	0.94715
50	4	100	3	4	False	0.94487
100	4	100	3	4	False	0.94947
1	4	100	4	4	False	0.84175
2	4	100	4	4	False	0.8852
3	4	100	4	4	False	0.88768
4	4	100	4	4	False	0.93805
5	4	100	4	4	False	0.92891
6	4	100	4	4	False	0.93124
7	4	100	4	4	False	0.94715
8	4	100	4	4	False	0.94725
9	4	100	4	4	False	0.94027
10	4	100	4	4	False	0.9379
20	4	100	4	4	False	0.95396
30	4	100	4	4	False	0.96099
40	4	100	4	4	False	0.95872
50	4	100	4	4	False	0.9564
100	4	100	4	4	False	0.95877
1	6	100	2	1	False	0.899
2	6	100	2	1	False	0.87162
3	6	100	2	1	False	0.91073
4	6	100	2	1	False	0.92199
5	6	100	2	1	False	0.95423
6	6	100	2	1	False	0.93578
7	6	100	2	1	False	0.94027
8	6	100	2	1	False	0.95407
9	6	100	2	1	False	0.95174
10	6	100	2	1	False	0.9472
20	6	100	2	1	False	0.9611
30	6	100	2	1	False	0.96792
40	6	100	2	1	False	0.96105
50	6	100	2	1	False	0.97246
100	6	100	2	1	False	0.96797
1	6	100	3	1	False	0.86961
2	6	100	3	1	False	0.89466
3	6	100	3	1	False	0.93113
4	6	100	3	1	False	0.94249
5	6	100	3	1	False	0.93805
6	6	100	3	1	False	0.93568
7	6	100	3	1	False	0.94493
8	6	100	3	1	False	0.94281
9	6	100	3	1	False	0.96115
10	6	100	3	1	False	0.95883
20	6	100	3	1	False	0.94952
30	6	100	3	1	False	0.96327
40	6	100	3	1	False	0.95867
50	6	100	3	1	False	0.96786
100	6	100	3	1	False	0.96792
1	6	100	4	1	False	0.87394
2	6	100	4	1	False	0.86247
3	6	100	4	1	False	0.92209
4	6	100	4	1	False	0.93573
5	6	100	4	1	False	0.93568
6	6	100	4	1	False	0.94498
7	6	100	4	1	False	0.95185
8	6	100	4	1	False	0.94493
9	6	100	4	1	False	0.9472
10	6	100	4	1	False	0.96327
20	6	100	4	1	False	0.9565
30	6	100	4	1	False	0.95867
40	6	100	4	1	False	0.96105
50	6	100	4	1	False	0.96786
100	6	100	4	1	False	0.96792
1	6	100	2	2	False	0.86041
2	6	100	2	2	False	0.89255
3	6	100	2	2	False	0.91512
4	6	100	2	2	False	0.93568
5	6	100	2	2	False	0.93578
6	6	100	2	2	False	0.9565
7	6	100	2	2	False	0.94947
8	6	100	2	2	False	0.9657
9	6	100	2	2	False	0.94725
10	6	100	2	2	False	0.94947
20	6	100	2	2	False	0.96342
30	6	100	2	2	False	0.96099
40	6	100	2	2	False	0.9703
50	6	100	2	2	False	0.97257
100	6	100	2	2	False	0.96792
1	6	100	3	2	False	0.86924
2	6	100	3	2	False	0.90111
3	6	100	3	2	False	0.94276
4	6	100	3	2	False	0.91982
5	6	100	3	2	False	0.93124
6	6	100	3	2	False	0.93113
7	6	100	3	2	False	0.9519
8	6	100	3	2	False	0.94493
9	6	100	3	2	False	0.9519
10	6	100	3	2	False	0.96337
20	6	100	3	2	False	0.9657
30	6	100	3	2	False	0.96105
40	6	100	3	2	False	0.96564
50	6	100	3	2	False	0.96332
100	6	100	3	2	False	0.96105
1	6	100	4	2	False	0.88747
2	6	100	4	2	False	0.88314
3	6	100	4	2	False	0.91739
4	6	100	4	2	False	0.93134
5	6	100	4	2	False	0.93573
6	6	100	4	2	False	0.92891
7	6	100	4	2	False	0.94271
8	6	100	4	2	False	0.94952
9	6	100	4	2	False	0.9657
10	6	100	4	2	False	0.95634
20	6	100	4	2	False	0.95872
30	6	100	4	2	False	0.9518
40	6	100	4	2	False	0.96564
50	6	100	4	2	False	0.96327
100	6	100	4	2	False	0.97019
1	6	100	2	3	False	0.88076
2	6	100	2	3	False	0.91739
3	6	100	2	3	False	0.90618
4	6	100	2	3	False	0.92659
5	6	100	2	3	False	0.93351
6	6	100	2	3	False	0.96089
7	6	100	2	3	False	0.95418
8	6	100	2	3	False	0.94487
9	6	100	2	3	False	0.94958
10	6	100	2	3	False	0.94947
20	6	100	2	3	False	0.96564
30	6	100	2	3	False	0.9564
40	6	100	2	3	False	0.9565
50	6	100	2	3	False	0.95883
100	6	100	2	3	False	0.96332
1	6	100	3	3	False	0.86501
2	6	100	3	3	False	0.91522
3	6	100	3	3	False	0.92653
4	6	100	3	3	False	0.92881
5	6	100	3	3	False	0.95402
6	6	100	3	3	False	0.93805
7	6	100	3	3	False	0.94487
8	6	100	3	3	False	0.95185
9	6	100	3	3	False	0.9519
10	6	100	3	3	False	0.94947
20	6	100	3	3	False	0.94958
30	6	100	3	3	False	0.95645
40	6	100	3	3	False	0.95872
50	6	100	3	3	False	0.96099
100	6	100	3	3	False	0.96332
1	6	100	4	3	False	0.8556
2	6	100	4	3	False	0.92204
3	6	100	4	3	False	0.94043
4	6	100	4	3	False	0.93118
5	6	100	4	3	False	0.93118
6	6	100	4	3	False	0.95629
7	6	100	4	3	False	0.9564
8	6	100	4	3	False	0.95634
9	6	100	4	3	False	0.94508
10	6	100	4	3	False	0.95174
20	6	100	4	3	False	0.96337
30	6	100	4	3	False	0.96332
40	6	100	4	3	False	0.96559
50	6	100	4	3	False	0.97246
100	6	100	4	3	False	0.96099
1	6	100	2	4	False	0.86924
2	6	100	2	4	False	0.9129
3	6	100	2	4	False	0.92653
4	6	100	2	4	False	0.94725
5	6	100	2	4	False	0.93118
6	6	100	2	4	False	0.94968
7	6	100	2	4	False	0.94725
8	6	100	2	4	False	0.94963
9	6	100	2	4	False	0.9426
10	6	100	2	4	False	0.9519
20	6	100	2	4	False	0.9472
30	6	100	2	4	False	0.96094
40	6	100	2	4	False	0.9611
50	6	100	2	4	False	0.95872
100	6	100	2	4	False	0.95877
1	6	100	3	4	False	0.89212
2	6	100	3	4	False	0.90359
3	6	100	3	4	False	0.92199
4	6	100	3	4	False	0.94059
5	6	100	3	4	False	0.94498
6	6	100	3	4	False	0.92209
7	6	100	3	4	False	0.95634
8	6	100	3	4	False	0.95185
9	6	100	3	4	False	0.9519
10	6	100	3	4	False	0.95185
20	6	100	3	4	False	0.96099
30	6	100	3	4	False	0.9565
40	6	100	3	4	False	0.9611
50	6	100	3	4	False	0.96332
100	6	100	3	4	False	0.96321
1	6	100	4	4	False	0.88325
2	6	100	4	4	False	0.86691
3	6	100	4	4	False	0.92209
4	6	100	4	4	False	0.91723
5	6	100	4	4	False	0.94482
6	6	100	4	4	False	0.93129
7	6	100	4	4	False	0.94968
8	6	100	4	4	False	0.94043
9	6	100	4	4	False	0.95418
10	6	100	4	4	False	0.95174
20	6	100	4	4	False	0.96089
30	6	100	4	4	False	0.9611
40	6	100	4	4	False	0.9565
50	6	100	4	4	False	0.9564
100	6	100	4	4	False	0.95877
1	8	100	2	1	False	0.92426
2	8	100	2	1	False	0.9129
3	8	100	2	1	False	0.94942
4	8	100	2	1	False	0.91057
5	8	100	2	1	False	0.94054
6	8	100	2	1	False	0.938
7	8	100	2	1	False	0.938
8	8	100	2	1	False	0.9564
9	8	100	2	1	False	0.9519
10	8	100	2	1	False	0.95872
20	8	100	2	1	False	0.9565
30	8	100	2	1	False	0.96792
40	8	100	2	1	False	0.96559
50	8	100	2	1	False	0.95867
100	8	100	2	1	False	0.96792
1	8	100	3	1	False	0.91739
2	8	100	3	1	False	0.90349
3	8	100	3	1	False	0.92431
4	8	100	3	1	False	0.94043
5	8	100	3	1	False	0.94508
6	8	100	3	1	False	0.95872
7	8	100	3	1	False	0.94487
8	8	100	3	1	False	0.96792
9	8	100	3	1	False	0.96099
10	8	100	3	1	False	0.95196
20	8	100	3	1	False	0.96099
30	8	100	3	1	False	0.96792
40	8	100	3	1	False	0.96099
50	8	100	3	1	False	0.96559
100	8	100	3	1	False	0.96792
1	8	100	4	1	False	0.89223
2	8	100	4	1	False	0.9037
3	8	100	4	1	False	0.93816
4	8	100	4	1	False	0.93578
5	8	100	4	1	False	0.93346
6	8	100	4	1	False	0.94498
7	8	100	4	1	False	0.96105
8	8	100	4	1	False	0.9518
9	8	100	4	1	False	0.95645
10	8	100	4	1	False	0.95877
20	8	100	4	1	False	0.95872
30	8	100	4	1	False	0.96554
40	8	100	4	1	False	0.97019
50	8	100	4	1	False	0.96559
100	8	100	4	1	False	0.97024
1	8	100	2	2	False	0.913
2	8	100	2	2	False	0.90148
3	8	100	2	2	False	0.93134
4	8	100	2	2	False	0.9472
5	8	100	2	2	False	0.9519
6	8	100	2	2	False	0.94963
7	8	100	2	2	False	0.9472
8	8	100	2	2	False	0.94952
9	8	100	2	2	False	0.96105
10	8	100	2	2	False	0.94942
20	8	100	2	2	False	0.96559
30	8	100	2	2	False	0.96321
40	8	100	2	2	False	0.96786
50	8	100	2	2	False	0.97019
100	8	100	2	2	False	0.97019
1	8	100	3	2	False	0.8694
2	8	100	3	2	False	0.92669
3	8	100	3	2	False	0.93805
4	8	100	3	2	False	0.93335
5	8	100	3	2	False	0.93113
6	8	100	3	2	False	0.94958
7	8	100	3	2	False	0.95407
8	8	100	3	2	False	0.95423
9	8	100	3	2	False	0.9564
10	8	100	3	2	False	0.9564
20	8	100	3	2	False	0.96559
30	8	100	3	2	False	0.96564
40	8	100	3	2	False	0.96792
50	8	100	3	2	False	0.96332
100	8	100	3	2	False	0.96792
1	8	100	4	2	False	0.87865
2	8	100	4	2	False	0.91031
3	8	100	4	2	False	0.94482
4	8	100	4	2	False	0.95418
5	8	100	4	2	False	0.93573
6	8	100	4	2	False	0.95645
7	8	100	4	2	False	0.93573
8	8	100	4	2	False	0.9473
9	8	100	4	2	False	0.95872
10	8	100	4	2	False	0.95645
20	8	100	4	2	False	0.97024
30	8	100	4	2	False	0.96332
40	8	100	4	2	False	0.97019
50	8	100	4	2	False	0.96792
100	8	100	4	2	False	0.96792
1	8	100	2	3	False	0.87859
2	8	100	2	3	False	0.90618
3	8	100	2	3	False	0.94487
4	8	100	2	3	False	0.94958
5	8	100	2	3	False	0.94265
6	8	100	2	3	False	0.9472
7	8	100	2	3	False	0.95412
8	8	100	2	3	False	0.96327
9	8	100	2	3	False	0.9564
10	8	100	2	3	False	0.95634
20	8	100	2	3	False	0.9472
30	8	100	2	3	False	0.96564
40	8	100	2	3	False	0.96337
50	8	100	2	3	False	0.96797
100	8	100	2	3	False	0.96792
1	8	100	3	3	False	0.88351
2	8	100	3	3	False	0.92199
3	8	100	3	3	False	0.94033
4	8	100	3	3	False	0.94974
5	8	100	3	3	False	0.93568
6	8	100	3	3	False	0.9472
7	8	100	3	3	False	0.94958
8	8	100	3	3	False	0.9472
9	8	100	3	3	False	0.95655
10	8	100	3	3	False	0.96337
20	8	100	3	3	False	0.95169
30	8	100	3	3	False	0.95872
40	8	100	3	3	False	0.96099
50	8	100	3	3	False	0.96332
100	8	100	3	3	False	0.96786
1	8	100	4	3	False	0.90587
2	8	100	4	3	False	0.91311
3	8	100	4	3	False	0.9334
4	8	100	4	3	False	0.95396
5	8	100	4	3	False	0.93335
6	8	100	4	3	False	0.95428
7	8	100	4	3	False	0.95877
8	8	100	4	3	False	0.95418
9	8	100	4	3	False	0.96554
10	8	100	4	3	False	0.9519
20	8	100	4	3	False	0.97479
30	8	100	4	3	False	0.96099
40	8	100	4	3	False	0.96332
50	8	100	4	3	False	0.96786
100	8	100	4	3	False	0.96559
1	8	100	2	4	False	0.90819
2	8	100	2	4	False	0.91966
3	8	100	2	4	False	0.9426
4	8	100	2	4	False	0.93584
5	8	100	2	4	False	0.95877
6	8	100	2	4	False	0.95174
7	8	100	2	4	False	0.94487
8	8	100	2	4	False	0.96554
9	8	100	2	4	False	0.9564
