n_estimators	max_features	max_depth	min_samples_split	min_samples_leaf	bagging	accuracy
3	20	90	4	3	False	0.94963
4	20	90	4	3	False	0.94043
5	20	90	4	3	False	0.95883
6	20	90	4	3	False	0.95655
7	20	90	4	3	False	0.95418
8	20	90	4	3	False	0.95196
9	20	90	4	3	False	0.96094
10	20	90	4	3	False	0.9473
20	20	90	4	3	False	0.95418
30	20	90	4	3	False	0.95418
40	20	90	4	3	False	0.95418
50	20	90	4	3	False	0.95645
100	20	90	4	3	False	0.95645
1	20	90	2	4	False	0.93346
2	20	90	2	4	False	0.94038
3	20	90	2	4	False	0.95872
4	20	90	2	4	False	0.94493
5	20	90	2	4	False	0.94265
6	20	90	2	4	False	0.96099
7	20	90	2	4	False	0.96099
8	20	90	2	4	False	0.95877
9	20	90	2	4	False	0.9472
10	20	90	2	4	False	0.94952
20	20	90	2	4	False	0.94958
30	20	90	2	4	False	0.95185
40	20	90	2	4	False	0.95185
50	20	90	2	4	False	0.95412
100	20	90	2	4	False	0.95185
1	20	90	3	4	False	0.94038
2	20	90	3	4	False	0.93356
3	20	90	3	4	False	0.95407
4	20	90	3	4	False	0.94958
5	20	90	3	4	False	0.94952
6	20	90	3	4	False	0.95872
7	20	90	3	4	False	0.95412
8	20	90	3	4	False	0.95185
9	20	90	3	4	False	0.94963
10	20	90	3	4	False	0.94952
20	20	90	3	4	False	0.94725
30	20	90	3	4	False	0.95185
40	20	90	3	4	False	0.95185
50	20	90	3	4	False	0.95185
100	20	90	3	4	False	0.95185
1	20	90	4	4	False	0.93805
2	20	90	4	4	False	0.94958
3	20	90	4	4	False	0.95174
4	20	90	4	4	False	0.95185
5	20	90	4	4	False	0.94963
6	20	90	4	4	False	0.94952
7	20	90	4	4	False	0.95185
8	20	90	4	4	False	0.95872
9	20	90	4	4	False	0.95185
10	20	90	4	4	False	0.95418
20	20	90	4	4	False	0.95185
30	20	90	4	4	False	0.95185
40	20	90	4	4	False	0.94952
50	20	90	4	4	False	0.95185
100	20	90	4	4	False	0.95185
1	22	90	2	1	False	0.92653
2	22	90	2	1	False	0.93589
3	22	90	2	1	False	0.93578
4	22	90	2	1	False	0.93816
5	22	90	2	1	False	0.94736
6	22	90	2	1	False	0.93594
7	22	90	2	1	False	0.94736
8	22	90	2	1	False	0.9473
9	22	90	2	1	False	0.94736
10	22	90	2	1	False	0.94968
20	22	90	2	1	False	0.94508
30	22	90	2	1	False	0.9473
40	22	90	2	1	False	0.94736
50	22	90	2	1	False	0.94508
100	22	90	2	1	False	0.94736
1	22	90	3	1	False	0.92669
2	22	90	3	1	False	0.93584
3	22	90	3	1	False	0.95423
4	22	90	3	1	False	0.93118
5	22	90	3	1	False	0.94503
6	22	90	3	1	False	0.94736
7	22	90	3	1	False	0.94271
8	22	90	3	1	False	0.94503
9	22	90	3	1	False	0.94271
10	22	90	3	1	False	0.94281
20	22	90	3	1	False	0.94968
30	22	90	3	1	False	0.94508
40	22	90	3	1	False	0.94736
50	22	90	3	1	False	0.94736
100	22	90	3	1	False	0.94736
1	22	90	4	1	False	0.93134
2	22	90	4	1	False	0.9268
3	22	90	4	1	False	0.93589
4	22	90	4	1	False	0.92891
5	22	90	4	1	False	0.94508
6	22	90	4	1	False	0.94508
7	22	90	4	1	False	0.94054
8	22	90	4	1	False	0.95418
9	22	90	4	1	False	0.95412
10	22	90	4	1	False	0.94054
20	22	90	4	1	False	0.94963
30	22	90	4	1	False	0.94736
40	22	90	4	1	False	0.94736
50	22	90	4	1	False	0.94736
100	22	90	4	1	False	0.94736
1	22	90	2	2	False	0.91961
2	22	90	2	2	False	0.93811
3	22	90	2	2	False	0.95645
4	22	90	2	2	False	0.94508
5	22	90	2	2	False	0.95185
6	22	90	2	2	False	0.94952
7	22	90	2	2	False	0.95185
8	22	90	2	2	False	0.94958
9	22	90	2	2	False	0.94958
10	22	90	2	2	False	0.94503
20	22	90	2	2	False	0.94958
30	22	90	2	2	False	0.95185
40	22	90	2	2	False	0.94958
50	22	90	2	2	False	0.94503
100	22	90	2	2	False	0.94958
1	22	90	3	2	False	0.92891
2	22	90	3	2	False	0.93584
3	22	90	3	2	False	0.94276
4	22	90	3	2	False	0.9519
5	22	90	3	2	False	0.95412
6	22	90	3	2	False	0.94958
7	22	90	3	2	False	0.94725
8	22	90	3	2	False	0.9519
9	22	90	3	2	False	0.9473
10	22	90	3	2	False	0.94271
20	22	90	3	2	False	0.94503
30	22	90	3	2	False	0.9473
40	22	90	3	2	False	0.95185
50	22	90	3	2	False	0.95185
100	22	90	3	2	False	0.95185
1	22	90	4	2	False	0.93605
2	22	90	4	2	False	0.93573
3	22	90	4	2	False	0.94952
4	22	90	4	2	False	0.94503
5	22	90	4	2	False	0.94974
6	22	90	4	2	False	0.94498
7	22	90	4	2	False	0.9519
8	22	90	4	2	False	0.94276
9	22	90	4	2	False	0.9473
10	22	90	4	2	False	0.95412
20	22	90	4	2	False	0.9473
30	22	90	4	2	False	0.9473
40	22	90	4	2	False	0.9473
50	22	90	4	2	False	0.95412
100	22	90	4	2	False	0.94958
1	22	90	2	3	False	0.94281
2	22	90	2	3	False	0.94498
3	22	90	2	3	False	0.94968
4	22	90	2	3	False	0.95423
5	22	90	2	3	False	0.94508
6	22	90	2	3	False	0.95412
7	22	90	2	3	False	0.95872
8	22	90	2	3	False	0.9473
9	22	90	2	3	False	0.9519
10	22	90	2	3	False	0.95418
20	22	90	2	3	False	0.95423
30	22	90	2	3	False	0.94958
40	22	90	2	3	False	0.94963
50	22	90	2	3	False	0.9519
100	22	90	2	3	False	0.9519
1	22	90	3	3	False	0.92685
2	22	90	3	3	False	0.94054
3	22	90	3	3	False	0.95196
4	22	90	3	3	False	0.95655
5	22	90	3	3	False	0.94963
6	22	90	3	3	False	0.9519
7	22	90	3	3	False	0.94736
8	22	90	3	3	False	0.95645
9	22	90	3	3	False	0.95412
10	22	90	3	3	False	0.9473
20	22	90	3	3	False	0.9519
30	22	90	3	3	False	0.9519
40	22	90	3	3	False	0.95418
50	22	90	3	3	False	0.9519
100	22	90	3	3	False	0.9519
1	22	90	4	3	False	0.92664
2	22	90	4	3	False	0.95423
3	22	90	4	3	False	0.94736
4	22	90	4	3	False	0.94968
5	22	90	4	3	False	0.9519
6	22	90	4	3	False	0.95645
7	22	90	4	3	False	0.95418
8	22	90	4	3	False	0.9565
9	22	90	4	3	False	0.94958
10	22	90	4	3	False	0.9519
20	22	90	4	3	False	0.95418
30	22	90	4	3	False	0.9519
40	22	90	4	3	False	0.95418
50	22	90	4	3	False	0.9519
100	22	90	4	3	False	0.9519
1	22	90	2	4	False	0.93805
2	22	90	2	4	False	0.95185
3	22	90	2	4	False	0.94947
4	22	90	2	4	False	0.9472
5	22	90	2	4	False	0.94503
6	22	90	2	4	False	0.95412
7	22	90	2	4	False	0.94725
8	22	90	2	4	False	0.95634
9	22	90	2	4	False	0.95185
10	22	90	2	4	False	0.95412
20	22	90	2	4	False	0.9518
30	22	90	2	4	False	0.95185
40	22	90	2	4	False	0.95185
50	22	90	2	4	False	0.94958
100	22	90	2	4	False	0.95185
1	22	90	3	4	False	0.9473
2	22	90	3	4	False	0.95174
3	22	90	3	4	False	0.95174
4	22	90	3	4	False	0.94043
5	22	90	3	4	False	0.9518
6	22	90	3	4	False	0.94725
7	22	90	3	4	False	0.95418
8	22	90	3	4	False	0.94725
9	22	90	3	4	False	0.9472
10	22	90	3	4	False	0.94958
20	22	90	3	4	False	0.95185
30	22	90	3	4	False	0.94952
40	22	90	3	4	False	0.95185
50	22	90	3	4	False	0.9472
100	22	90	3	4	False	0.95185
1	22	90	4	4	False	0.95412
2	22	90	4	4	False	0.94725
3	22	90	4	4	False	0.95185
4	22	90	4	4	False	0.95412
5	22	90	4	4	False	0.95634
6	22	90	4	4	False	0.94958
7	22	90	4	4	False	0.95412
8	22	90	4	4	False	0.94952
9	22	90	4	4	False	0.9519
10	22	90	4	4	False	0.95412
20	22	90	4	4	False	0.94952
30	22	90	4	4	False	0.94952
40	22	90	4	4	False	0.94952
50	22	90	4	4	False	0.95412
100	22	90	4	4	False	0.95185
1	24	90	2	1	False	0.9176
2	24	90	2	1	False	0.92669
3	24	90	2	1	False	0.95423
4	24	90	2	1	False	0.93124
5	24	90	2	1	False	0.93811
6	24	90	2	1	False	0.93578
7	24	90	2	1	False	0.94043
8	24	90	2	1	False	0.93362
9	24	90	2	1	False	0.93594
10	24	90	2	1	False	0.94043
20	24	90	2	1	False	0.94508
30	24	90	2	1	False	0.94281
40	24	90	2	1	False	0.94736
50	24	90	2	1	False	0.94736
100	24	90	2	1	False	0.94736
1	24	90	3	1	False	0.92664
2	24	90	3	1	False	0.93351
3	24	90	3	1	False	0.93124
4	24	90	3	1	False	0.93594
5	24	90	3	1	False	0.94741
6	24	90	3	1	False	0.94054
7	24	90	3	1	False	0.94508
8	24	90	3	1	False	0.94276
9	24	90	3	1	False	0.94054
10	24	90	3	1	False	0.94054
20	24	90	3	1	False	0.94281
30	24	90	3	1	False	0.94508
40	24	90	3	1	False	0.94736
50	24	90	3	1	False	0.94736
100	24	90	3	1	False	0.94736
1	24	90	4	1	False	0.93589
2	24	90	4	1	False	0.93594
3	24	90	4	1	False	0.94054
4	24	90	4	1	False	0.92912
5	24	90	4	1	False	0.94736
6	24	90	4	1	False	0.93827
7	24	90	4	1	False	0.94741
8	24	90	4	1	False	0.9314
9	24	90	4	1	False	0.93589
10	24	90	4	1	False	0.94276
20	24	90	4	1	False	0.94508
30	24	90	4	1	False	0.94963
40	24	90	4	1	False	0.94508
50	24	90	4	1	False	0.94963
100	24	90	4	1	False	0.94508
1	24	90	2	2	False	0.94038
2	24	90	2	2	False	0.93578
3	24	90	2	2	False	0.94736
4	24	90	2	2	False	0.93346
5	24	90	2	2	False	0.94498
6	24	90	2	2	False	0.9473
7	24	90	2	2	False	0.9518
8	24	90	2	2	False	0.94271
9	24	90	2	2	False	0.94503
10	24	90	2	2	False	0.94952
20	24	90	2	2	False	0.94958
30	24	90	2	2	False	0.94958
40	24	90	2	2	False	0.94503
50	24	90	2	2	False	0.9473
100	24	90	2	2	False	0.9473
1	24	90	3	2	False	0.9334
2	24	90	3	2	False	0.93821
3	24	90	3	2	False	0.9519
4	24	90	3	2	False	0.94725
5	24	90	3	2	False	0.94725
6	24	90	3	2	False	0.94503
7	24	90	3	2	False	0.9473
8	24	90	3	2	False	0.9473
9	24	90	3	2	False	0.94725
10	24	90	3	2	False	0.9473
20	24	90	3	2	False	0.9473
30	24	90	3	2	False	0.94958
40	24	90	3	2	False	0.9473
50	24	90	3	2	False	0.94503
100	24	90	3	2	False	0.94958
1	24	90	4	2	False	0.92891
2	24	90	4	2	False	0.94498
3	24	90	4	2	False	0.94043
4	24	90	4	2	False	0.95174
5	24	90	4	2	False	0.94503
6	24	90	4	2	False	0.9473
7	24	90	4	2	False	0.94508
8	24	90	4	2	False	0.9473
9	24	90	4	2	False	0.95418
10	24	90	4	2	False	0.9473
20	24	90	4	2	False	0.9473
30	24	90	4	2	False	0.9473
40	24	90	4	2	False	0.94503
50	24	90	4	2	False	0.9473
100	24	90	4	2	False	0.94503
1	24	90	2	3	False	0.93356
2	24	90	2	3	False	0.94271
3	24	90	2	3	False	0.95645
4	24	90	2	3	False	0.94963
5	24	90	2	3	False	0.94963
6	24	90	2	3	False	0.9519
7	24	90	2	3	False	0.9519
8	24	90	2	3	False	0.9519
9	24	90	2	3	False	0.9519
10	24	90	2	3	False	0.94958
20	24	90	2	3	False	0.94963
30	24	90	2	3	False	0.9519
40	24	90	2	3	False	0.94963
50	24	90	2	3	False	0.9519
100	24	90	2	3	False	0.9519
1	24	90	3	3	False	0.94281
2	24	90	3	3	False	0.93584
3	24	90	3	3	False	0.94963
4	24	90	3	3	False	0.94271
5	24	90	3	3	False	0.94508
6	24	90	3	3	False	0.94958
7	24	90	3	3	False	0.94958
8	24	90	3	3	False	0.94963
9	24	90	3	3	False	0.9519
10	24	90	3	3	False	0.94503
20	24	90	3	3	False	0.95196
30	24	90	3	3	False	0.9519
40	24	90	3	3	False	0.9519
50	24	90	3	3	False	0.9519
100	24	90	3	3	False	0.9519
1	24	90	4	3	False	0.95418
2	24	90	4	3	False	0.94508
3	24	90	4	3	False	0.94958
4	24	90	4	3	False	0.94958
5	24	90	4	3	False	0.95185
6	24	90	4	3	False	0.94508
7	24	90	4	3	False	0.9519
8	24	90	4	3	False	0.94736
9	24	90	4	3	False	0.94503
10	24	90	4	3	False	0.9519
20	24	90	4	3	False	0.94963
30	24	90	4	3	False	0.95418
40	24	90	4	3	False	0.9519
50	24	90	4	3	False	0.9519
100	24	90	4	3	False	0.9519
1	24	90	2	4	False	0.9518
2	24	90	2	4	False	0.95174
3	24	90	2	4	False	0.94952
4	24	90	2	4	False	0.95412
5	24	90	2	4	False	0.95185
6	24	90	2	4	False	0.9472
7	24	90	2	4	False	0.94725
8	24	90	2	4	False	0.9472
9	24	90	2	4	False	0.9472
10	24	90	2	4	False	0.94952
20	24	90	2	4	False	0.94952
30	24	90	2	4	False	0.95185
40	24	90	2	4	False	0.94952
50	24	90	2	4	False	0.95185
100	24	90	2	4	False	0.94958
1	24	90	3	4	False	0.94038
2	24	90	3	4	False	0.93346
3	24	90	3	4	False	0.94947
4	24	90	3	4	False	0.94503
5	24	90	3	4	False	0.94952
6	24	90	3	4	False	0.94952
7	24	90	3	4	False	0.95185
8	24	90	3	4	False	0.94725
9	24	90	3	4	False	0.94958
10	24	90	3	4	False	0.94958
20	24	90	3	4	False	0.94952
30	24	90	3	4	False	0.94952
40	24	90	3	4	False	0.94725
50	24	90	3	4	False	0.94952
100	24	90	3	4	False	0.94952
1	24	90	4	4	False	0.94725
2	24	90	4	4	False	0.94276
3	24	90	4	4	False	0.94487
4	24	90	4	4	False	0.94952
5	24	90	4	4	False	0.94725
6	24	90	4	4	False	0.95185
7	24	90	4	4	False	0.94952
8	24	90	4	4	False	0.94725
9	24	90	4	4	False	0.94958
10	24	90	4	4	False	0.94725
20	24	90	4	4	False	0.9518
30	24	90	4	4	False	0.95412
40	24	90	4	4	False	0.94952
50	24	90	4	4	False	0.94952
100	24	90	4	4	False	0.95185
1	26	90	2	1	False	0.94281
2	26	90	2	1	False	0.92215
3	26	90	2	1	False	0.92886
4	26	90	2	1	False	0.93821
5	26	90	2	1	False	0.93816
6	26	90	2	1	False	0.93124
7	26	90	2	1	False	0.94276
8	26	90	2	1	False	0.93599
9	26	90	2	1	False	0.93584
10	26	90	2	1	False	0.94503
20	26	90	2	1	False	0.93811
30	26	90	2	1	False	0.94508
40	26	90	2	1	False	0.94508
50	26	90	2	1	False	0.94276
100	26	90	2	1	False	0.94508
1	26	90	3	1	False	0.93124
2	26	90	3	1	False	0.93129
3	26	90	3	1	False	0.93589
4	26	90	3	1	False	0.92891
5	26	90	3	1	False	0.94054
6	26	90	3	1	False	0.94281
7	26	90	3	1	False	0.93367
8	26	90	3	1	False	0.94281
9	26	90	3	1	False	0.94508
10	26	90	3	1	False	0.94736
20	26	90	3	1	False	0.93589
30	26	90	3	1	False	0.94054
40	26	90	3	1	False	0.94736
50	26	90	3	1	False	0.94508
100	26	90	3	1	False	0.94508
1	26	90	4	1	False	0.94498
2	26	90	4	1	False	0.94725
3	26	90	4	1	False	0.94276
4	26	90	4	1	False	0.92891
5	26	90	4	1	False	0.94049
6	26	90	4	1	False	0.94043
7	26	90	4	1	False	0.94281
8	26	90	4	1	False	0.94736
9	26	90	4	1	False	0.94508
10	26	90	4	1	False	0.94281
20	26	90	4	1	False	0.94736
30	26	90	4	1	False	0.94736
40	26	90	4	1	False	0.94736
50	26	90	4	1	False	0.94281
100	26	90	4	1	False	0.94508
1	26	90	2	2	False	0.93568
2	26	90	2	2	False	0.92669
3	26	90	2	2	False	0.94725
4	26	90	2	2	False	0.94043
5	26	90	2	2	False	0.94265
6	26	90	2	2	False	0.94736
7	26	90	2	2	False	0.94503
8	26	90	2	2	False	0.94265
9	26	90	2	2	False	0.94503
10	26	90	2	2	False	0.94503
20	26	90	2	2	False	0.9473
30	26	90	2	2	False	0.9473
40	26	90	2	2	False	0.9473
50	26	90	2	2	False	0.9473
100	26	90	2	2	False	0.9473
1	26	90	3	2	False	0.93805
2	26	90	3	2	False	0.93816
3	26	90	3	2	False	0.93805
4	26	90	3	2	False	0.94952
5	26	90	3	2	False	0.94271
6	26	90	3	2	False	0.94503
7	26	90	3	2	False	0.94503
8	26	90	3	2	False	0.94038
9	26	90	3	2	False	0.9426
10	26	90	3	2	False	0.93805
20	26	90	3	2	False	0.9473
30	26	90	3	2	False	0.9473
40	26	90	3	2	False	0.9473
50	26	90	3	2	False	0.9473
100	26	90	3	2	False	0.94503
1	26	90	4	2	False	0.93118
2	26	90	4	2	False	0.92886
3	26	90	4	2	False	0.93811
4	26	90	4	2	False	0.94271
5	26	90	4	2	False	0.94276
6	26	90	4	2	False	0.94503
7	26	90	4	2	False	0.94271
8	26	90	4	2	False	0.94503
9	26	90	4	2	False	0.94043
10	26	90	4	2	False	0.9473
20	26	90	4	2	False	0.94271
30	26	90	4	2	False	0.9473
40	26	90	4	2	False	0.9473
50	26	90	4	2	False	0.9473
100	26	90	4	2	False	0.9473
1	26	90	2	3	False	0.92912
2	26	90	2	3	False	0.94276
3	26	90	2	3	False	0.94514
4	26	90	2	3	False	0.94963
5	26	90	2	3	False	0.94493
6	26	90	2	3	False	0.94736
7	26	90	2	3	False	0.94498
8	26	90	2	3	False	0.94508
9	26	90	2	3	False	0.94963
10	26	90	2	3	False	0.94963
20	26	90	2	3	False	0.9519
30	26	90	2	3	False	0.94963
40	26	90	2	3	False	0.94963
50	26	90	2	3	False	0.94963
100	26	90	2	3	False	0.9519
1	26	90	3	3	False	0.93372
2	26	90	3	3	False	0.9519
3	26	90	3	3	False	0.93816
4	26	90	3	3	False	0.94281
5	26	90	3	3	False	0.9473
6	26	90	3	3	False	0.94963
7	26	90	3	3	False	0.9519
8	26	90	3	3	False	0.9473
9	26	90	3	3	False	0.94963
10	26	90	3	3	False	0.9473
20	26	90	3	3	False	0.9519
30	26	90	3	3	False	0.94963
40	26	90	3	3	False	0.9519
50	26	90	3	3	False	0.94963
100	26	90	3	3	False	0.9519
1	26	90	4	3	False	0.94054
2	26	90	4	3	False	0.94503
3	26	90	4	3	False	0.94958
4	26	90	4	3	False	0.94265
5	26	90	4	3	False	0.94276
6	26	90	4	3	False	0.94281
7	26	90	4	3	False	0.94963
8	26	90	4	3	False	0.94503
9	26	90	4	3	False	0.9473
10	26	90	4	3	False	0.94963
20	26	90	4	3	False	0.9519
30	26	90	4	3	False	0.9519
40	26	90	4	3	False	0.94736
50	26	90	4	3	False	0.9519
100	26	90	4	3	False	0.9519
1	26	90	2	4	False	0.94963
2	26	90	2	4	False	0.94725
3	26	90	2	4	False	0.94952
4	26	90	2	4	False	0.94952
5	26	90	2	4	False	0.94958
6	26	90	2	4	False	0.94952
7	26	90	2	4	False	0.95185
8	26	90	2	4	False	0.94952
9	26	90	2	4	False	0.94493
10	26	90	2	4	False	0.94952
20	26	90	2	4	False	0.94952
30	26	90	2	4	False	0.94952
40	26	90	2	4	False	0.94952
50	26	90	2	4	False	0.94952
100	26	90	2	4	False	0.94725
1	26	90	3	4	False	0.9426
2	26	90	3	4	False	0.9472
3	26	90	3	4	False	0.95407
4	26	90	3	4	False	0.9518
5	26	90	3	4	False	0.94958
6	26	90	3	4	False	0.94725
7	26	90	3	4	False	0.9472
8	26	90	3	4	False	0.94952
9	26	90	3	4	False	0.94958
10	26	90	3	4	False	0.94947
20	26	90	3	4	False	0.9518
30	26	90	3	4	False	0.94952
40	26	90	3	4	False	0.94952
50	26	90	3	4	False	0.95185
100	26	90	3	4	False	0.94952
1	26	90	4	4	False	0.95412
2	26	90	4	4	False	0.94958
3	26	90	4	4	False	0.94493
4	26	90	4	4	False	0.94493
5	26	90	4	4	False	0.94498
6	26	90	4	4	False	0.94952
7	26	90	4	4	False	0.94725
8	26	90	4	4	False	0.94493
9	26	90	4	4	False	0.95185
10	26	90	4	4	False	0.94725
20	26	90	4	4	False	0.94725
30	26	90	4	4	False	0.94725
40	26	90	4	4	False	0.94725
50	26	90	4	4	False	0.94725
100	26	90	4	4	False	0.95185
1	28	90	2	1	False	0.92896
2	28	90	2	1	False	0.93134
3	28	90	2	1	False	0.93589
4	28	90	2	1	False	0.92896
5	28	90	2	1	False	0.94038
6	28	90	2	1	False	0.93129
7	28	90	2	1	False	0.93584
8	28	90	2	1	False	0.93362
9	28	90	2	1	False	0.93351
10	28	90	2	1	False	0.93356
20	28	90	2	1	False	0.94276
30	28	90	2	1	False	0.94271
40	28	90	2	1	False	0.94276
50	28	90	2	1	False	0.94503
100	28	90	2	1	False	0.93816
1	28	90	3	1	False	0.92204
2	28	90	3	1	False	0.93129
3	28	90	3	1	False	0.93589
4	28	90	3	1	False	0.92896
5	28	90	3	1	False	0.92896
6	28	90	3	1	False	0.94043
7	28	90	3	1	False	0.92902
8	28	90	3	1	False	0.93124
9	28	90	3	1	False	0.93367
10	28	90	3	1	False	0.93827
20	28	90	3	1	False	0.94281
30	28	90	3	1	False	0.94963
40	28	90	3	1	False	0.94054
50	28	90	3	1	False	0.94508
100	28	90	3	1	False	0.94736
1	28	90	4	1	False	0.92896
2	28	90	4	1	False	0.93129
3	28	90	4	1	False	0.93356
4	28	90	4	1	False	0.94503
5	28	90	4	1	False	0.93805
6	28	90	4	1	False	0.93816
7	28	90	4	1	False	0.94276
8	28	90	4	1	False	0.93821
9	28	90	4	1	False	0.94508
10	28	90	4	1	False	0.93816
20	28	90	4	1	False	0.94736
30	28	90	4	1	False	0.94508
40	28	90	4	1	False	0.94508
50	28	90	4	1	False	0.94508
100	28	90	4	1	False	0.94508
1	28	90	2	2	False	0.93346
2	28	90	2	2	False	0.94038
3	28	90	2	2	False	0.94265
4	28	90	2	2	False	0.94271
5	28	90	2	2	False	0.94038
6	28	90	2	2	False	0.9473
7	28	90	2	2	False	0.94038
8	28	90	2	2	False	0.94271
9	28	90	2	2	False	0.94038
10	28	90	2	2	False	0.94038
20	28	90	2	2	False	0.9473
30	28	90	2	2	False	0.9473
40	28	90	2	2	False	0.9473
50	28	90	2	2	False	0.9473
100	28	90	2	2	False	0.9473
1	28	90	3	2	False	0.93351
2	28	90	3	2	False	0.93578
3	28	90	3	2	False	0.94281
4	28	90	3	2	False	0.93805
5	28	90	3	2	False	0.94503
6	28	90	3	2	False	0.94038
7	28	90	3	2	False	0.94271
8	28	90	3	2	False	0.9473
9	28	90	3	2	False	0.94503
10	28	90	3	2	False	0.9473
20	28	90	3	2	False	0.9473
30	28	90	3	2	False	0.9473
40	28	90	3	2	False	0.94503
50	28	90	3	2	False	0.94503
100	28	90	3	2	False	0.9473
1	28	90	4	2	False	0.93124
2	28	90	4	2	False	0.93129
3	28	90	4	2	False	0.94033
4	28	90	4	2	False	0.93578
5	28	90	4	2	False	0.94043
6	28	90	4	2	False	0.94503
7	28	90	4	2	False	0.93805
8	28	90	4	2	False	0.94276
9	28	90	4	2	False	0.94271
10	28	90	4	2	False	0.9473
20	28	90	4	2	False	0.94503
30	28	90	4	2	False	0.94503
40	28	90	4	2	False	0.9473
50	28	90	4	2	False	0.9473
100	28	90	4	2	False	0.9473
1	28	90	2	3	False	0.93821
2	28	90	2	3	False	0.94049
3	28	90	2	3	False	0.94503
4	28	90	2	3	False	0.93367
5	28	90	2	3	False	0.94736
6	28	90	2	3	False	0.94281
7	28	90	2	3	False	0.9473
8	28	90	2	3	False	0.94963
9	28	90	2	3	False	0.94736
10	28	90	2	3	False	0.9473
20	28	90	2	3	False	0.94963
30	28	90	2	3	False	0.94963
40	28	90	2	3	False	0.9519
50	28	90	2	3	False	0.94963
100	28	90	2	3	False	0.94963
1	28	90	3	3	False	0.93367
2	28	90	3	3	False	0.9473
3	28	90	3	3	False	0.94963
4	28	90	3	3	False	0.94281
5	28	90	3	3	False	0.94054
6	28	90	3	3	False	0.94736
7	28	90	3	3	False	0.94508
8	28	90	3	3	False	0.94736
9	28	90	3	3	False	0.94281
10	28	90	3	3	False	0.94508
20	28	90	3	3	False	0.94736
30	28	90	3	3	False	0.94736
40	28	90	3	3	False	0.94508
50	28	90	3	3	False	0.94963
100	28	90	3	3	False	0.9519
1	28	90	4	3	False	0.93362
2	28	90	4	3	False	0.93134
3	28	90	4	3	False	0.94725
4	28	90	4	3	False	0.94271
5	28	90	4	3	False	0.94503
6	28	90	4	3	False	0.94736
7	28	90	4	3	False	0.9473
8	28	90	4	3	False	0.94963
9	28	90	4	3	False	0.94508
10	28	90	4	3	False	0.94736
20	28	90	4	3	False	0.94736
30	28	90	4	3	False	0.9519
40	28	90	4	3	False	0.94736
50	28	90	4	3	False	0.94963
100	28	90	4	3	False	0.94963
1	28	90	2	4	False	0.94043
2	28	90	2	4	False	0.94958
3	28	90	2	4	False	0.95185
4	28	90	2	4	False	0.94493
5	28	90	2	4	False	0.94725
6	28	90	2	4	False	0.9473
7	28	90	2	4	False	0.94725
8	28	90	2	4	False	0.94725
9	28	90	2	4	False	0.94725
10	28	90	2	4	False	0.94725
20	28	90	2	4	False	0.94952
30	28	90	2	4	False	0.94493
40	28	90	2	4	False	0.94952
50	28	90	2	4	False	0.94952
100	28	90	2	4	False	0.94952
1	28	90	3	4	False	0.94725
2	28	90	3	4	False	0.94265
3	28	90	3	4	False	0.95185
4	28	90	3	4	False	0.94958
5	28	90	3	4	False	0.94725
6	28	90	3	4	False	0.94958
7	28	90	3	4	False	0.94493
8	28	90	3	4	False	0.94725
9	28	90	3	4	False	0.94498
10	28	90	3	4	False	0.9472
20	28	90	3	4	False	0.94952
30	28	90	3	4	False	0.95185
40	28	90	3	4	False	0.94952
50	28	90	3	4	False	0.94725
100	28	90	3	4	False	0.94952
1	28	90	4	4	False	0.94725
2	28	90	4	4	False	0.94498
3	28	90	4	4	False	0.9473
4	28	90	4	4	False	0.94952
5	28	90	4	4	False	0.94952
6	28	90	4	4	False	0.94952
7	28	90	4	4	False	0.94952
8	28	90	4	4	False	0.94725
9	28	90	4	4	False	0.94952
10	28	90	4	4	False	0.94265
20	28	90	4	4	False	0.94725
30	28	90	4	4	False	0.94725
40	28	90	4	4	False	0.94725
50	28	90	4	4	False	0.94952
100	28	90	4	4	False	0.94725
1	30	90	2	1	False	0.93584
2	30	90	2	1	False	0.92659
3	30	90	2	1	False	0.93129
4	30	90	2	1	False	0.93362
5	30	90	2	1	False	0.92431
6	30	90	2	1	False	0.92896
7	30	90	2	1	False	0.93811
8	30	90	2	1	False	0.93351
9	30	90	2	1	False	0.93113
10	30	90	2	1	False	0.93351
20	30	90	2	1	False	0.93589
30	30	90	2	1	False	0.94276
40	30	90	2	1	False	0.94276
50	30	90	2	1	False	0.93356
100	30	90	2	1	False	0.93351
1	30	90	3	1	False	0.93129
2	30	90	3	1	False	0.92659
3	30	90	3	1	False	0.93356
4	30	90	3	1	False	0.93124
5	30	90	3	1	False	0.92659
6	30	90	3	1	False	0.93356
7	30	90	3	1	False	0.92669
8	30	90	3	1	False	0.93584
9	30	90	3	1	False	0.93584
10	30	90	3	1	False	0.93816
20	30	90	3	1	False	0.93589
30	30	90	3	1	False	0.94043
40	30	90	3	1	False	0.93816
50	30	90	3	1	False	0.93584
100	30	90	3	1	False	0.93589
1	30	90	4	1	False	0.92664
2	30	90	4	1	False	0.92442
3	30	90	4	1	False	0.94043
4	30	90	4	1	False	0.93356
5	30	90	4	1	False	0.93584
6	30	90	4	1	False	0.93118
7	30	90	4	1	False	0.93356
8	30	90	4	1	False	0.93816
9	30	90	4	1	False	0.93589
10	30	90	4	1	False	0.94043
20	30	90	4	1	False	0.94043
30	30	90	4	1	False	0.94043
40	30	90	4	1	False	0.93584
